OriginalName,UpdatedName,Family,Order,Class,Phylum,Genus,Hemisphere,Latitude,Longitude,DevelopmentalMode,EggSize,PlanktonicTime
Phyllacanthus imperialis,Phyllacanthus imperialis,Cidaridae,Cidaroida,Echinoidea,Echinodermata,Phyllacanthus,S,-14,145,L,507,4
Echinometra mathaei,Echinometra mathaei,Echinometridae,Echinoida,Echinoidea,Echinodermata,Echinometra,N,36,136,P,NA,40
Anthocidaris crassispina,Heliocidaris crassispina,Echinometridae,Echinoida,Echinoidea,Echinodermata,Heliocidaris,N,34,136,P,90,37
Mespilia globulus,Mespilia globulus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Mespilia,N,34,136,P,80,35
Cypraea caputdraconis,Monetaria caputdraconis,Cypraeidae,Mesogastropoda,Gastropoda,Mollusca,Monetaria,S,-27,-109,P,112,NA
Ophryotrocha cosmetandra,Ophryotrocha cosmetandra,Dorvilleidae,Eunicida,Polychaeta,Annelida,Ophryotrocha,N,69.648491,19,L,350,NA
Hymenaster membranaceus,Hymenaster pellucidus,Pterasteridae,Spinulodisa,Asteroidea,Echinodermata,Hymenaster,N,50,-11,L,1100,NA
Hymenaster gennaeus,Hymenaster rex,Pterasteridae,Spinulodisa,Asteroidea,Echinodermata,Hymenaster,N,50,-11,L,1200,NA
Antipathes fiordensis,Antipathella fiordensis,Antipathida,Antipatharia,Anthozoa,Cnidaria,Antipathella,S,-45,167,P,120,NA
Pecten maximus,Pecten maximus,Pectinidae,Osteroida,Bivalvia,Mollusca,Pecten,N,48,-4,P,66.13,26
Onuphis mariahirsuta,Hirsutonuphis mariahirsuta,Onuphidae,Eunicida,Polychaeta,Annelida,Hirsutonuphis,S,-33,151.300449,L,230,NA
Onuphis taeniata,Kinbergonuphis taeniata,Onuphidae,Eunicida,Polychaeta,Annelida,Kinbergonuphis,S,-33,151.300449,L,230,NA
Polinices lewisii,Neverita lewisii,Naticidae,Mesogastropoda,Gastropoda,Mollusca,Neverita,N,49,-123,P,250,35
Arctinoe vittata,Arctonoe vittata,Polynoidae,Phyllodocida,Polychaeta,Annelida,Arctonoe,N,48.537522,-123,P,80,NA
Arctinoe fragilis,Arctonoe fragilis,Polynoidae,Phyllodocida,Polychaeta,Annelida,Arctonoe,N,48.537522,-123,P,80,NA
Arctonoe vittata,Arctonoe vittata,Polynoidae,Phyllodocida,Polychaeta,Annelida,Arctonoe,N,42,132,P,83,NA
Arctinoe pulchra,Arctonoe pulchra,Polynoidae,Phyllodocida,Polychaeta,Annelida,Arctonoe,N,48.537522,-123,P,80,NA
Conus obscurus,Conus obscurus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,147,NA
Conus leopardus,Conus leopardus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,230,NA
Conus ebraeus,Conus ebraeus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,170,NA
Conus pertusus,Conus pertusus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,132,NA
Conus lividus,Conus lividus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,150,50
Conus marmoreus,Conus marmoreus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,344,10
Conus textile,Conus textile,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,260,16
Conus sponsalis nanus,Conus sponsalis,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,135,NA
Conus abbreviatus,Conus abbreviatus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,170,32
Conus striatus,Conus striatus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,250,20
Conus quercinus,Conus quercinus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,190,30
Conus flavidus,Conus flavidus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,N,21,-157,P,180,23
Conus rattus,Conus rattus,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-4,55,P,120,NA
Conus pulicarius,Conus pulicarius,Conidae,Caenogastropoda,Gastropoda,Mollusca,Conus,S,-14,145,P,150,NA
Marphysa borradailei,Marphysa borradailei,Eunicidae,Eunicida,Polychaeta,Annelida,Marphysa,N,7,80,L,170,NA
Sclerasterias mollis,Sclerasterias mollis,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Sclerasterias,S,-45,170,P,123.5,NA
Acropora millepora,Acropora millepora,Acroporidae,Scleractinia,Anthozoa,Cnidaria,Acropora,S,-18,146,L,541,NA
Acropora humilis,Acropora humilis,Acroporidae,Scleractinia,Anthozoa,Cnidaria,Acropora,S,-18,146,L,532,NA
Meridiastra gunnii,Meridiastra gunnii,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Meridiastra,S,-35,138,L,431,NA
Meridiastra oriens,Meridiastra oriens,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Meridiastra,S,-33,115,L,399,NA
Meridiastra mortenseni,Meridiastra mortenseni,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Meridiastra,S,-36,174,P,239,NA
Meridiastra calcar,Meridiastra calcar,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Meridiastra,S,-33,115,L,415,NA
Parvulastra exigua,Parvulastra exigua,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Parvulastra,S,-33,115,L,384,NA
Nerita atramentosa,Nerita atramentosa,Neritidae,Mesogastropoda,Gastropoda,Mollusca,Nerita,S,-33,151,P,140,NA
Raphidrilus nemasoma,Raphidrilus nemasoma,Ctenodrilidae,Terebellida,Polychaeta,Annelida,Raphidrilus,N,48.835063,-125,L,135,NA
Polydora rickettsi,Polydora rickettsi,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-39,-73,L,100,NA
Laonice petersenae,Laonice brevicornis,Spionidae,Spionida,Polychaeta,Annelida,Laonice,S,-25,-48,P,200,NA
Laonice branchiata,Laonice branchiata,Spionidae,Spionida,Polychaeta,Annelida,Laonice,S,-25,-48,P,200,NA
Pseudopolydora rosebelae,Pseudopolydora rosebelae,Spionidae,Spionida,Polychaeta,Annelida,Pseudopolydora,S,-23,-45,L,150,NA
Dipolydora armata,Dipolydora armata,Spionidae,Spionida,Polychaeta,Annelida,Dipolydora,S,-23,-45,L,90,NA
Polydora uncinata,Polydora hoplura,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-29,-71,L,175,NA
Polydora calcarea,Polydora calcarea,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,42,132,L,99,NA
Polydora spongicola,Polydora spongicola,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,42,132,L,120,NA
Dipolydora commensalis,Dipolydora commensalis,Spionidae,Spionida,Polychaeta,Annelida,Dipolydora,N,42,132,L,135,NA
Polydora glycymerica,Polydora glycymerica,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,42,132,L,135,NA
Polydora curiosa,Polydora curiosa,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,43,146,L,330,NA
Polydora ligni,Polydora cornuta,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,43.691708,-70,P,120,NA
Polydora cornuta,Polydora cornuta,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-25,-48,L,110,NA
Rhynchospio nhatrangi,Rhynchospio nhatrangi,Spionidae,Spionida,Polychaeta,Annelida,Rhynchospio,N,12,109,L,120,NA
Polydora carinhosa,Polydora carinhosa,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-25,-48,L,110,NA
Polydora ecuadoriana,Polydora ecuadoriana,Spionidae,Spionida,Polychaeta,Annelida,Polydora,S,-25,-48,L,110,NA
Prionospio patagonica,Prionospio patagonica,Spionidae,Spionida,Polychaeta,Annelida,Prionospio,S,-39,-73,P,92,NA
Holothuria scabra,Holothuria (Metriatyla) scabra,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,S,-8,157,P,156.4,15.5
Actinopyga mauritiana,Actinopyga mauritiana,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Actinopyga,S,-9,159,P,156.4,NA
Heteromastus filiformis,Heteromastus filiformis,Capitellidae,,Polychaeta,Annelida,Heteromastus,N,45.073521,-67,P,110,NA
Magalia perarmata,Syllidia armata,Hesionidae,Phyllodocida,Polychaeta,Annelida,Syllidia,N,55,11,L,58,NA
Nereis falcaria,Nereis falcaria,Nereidae,Phyllodocida,Polychaeta,Annelida,Nereis,S,-41,174.726563,L,380,NA
Neanthes caudata,Neanthes acuminata,Nereidae,Phyllodocida,Polychaeta,Annelida,Neanthes,N,33,-117,P,470,NA
Dorvillea rudolphi,Schistomeringos rudolphi,Dorvilleidae,Eunicida,Polychaeta,Annelida,Schistomeringos,N,38.24627,-123,L,110,NA
Schistomeringos rudolphi,Schistomeringos rudolphi,Dorvilleidae,Eunicida,Polychaeta,Annelida,Schistomeringos,N,34,-118,P,100,8
Dendronotus albopunctatu,Dendronotus albopunctatus,Dendronotidae,Nudibranchia,Gastropoda,Mollusca,Dendronotus,N,48,-122,P,108,NA
Platynereis bicanaculata,Platynereis bicanaliculata,Nereidae,Phyllodocida,Polychaeta,Annelida,Platynereis,N,48.537522,-123,L,130,NA
Phialidium gregarium,Clytia gregaria,Campanulariidae,Hydroida,Hydrozoa,Cnidaria,Clytia,N,48,-123,P,173,7.5
Austraeolis ornata,Austraeolis ornata,Glaucidae,Nudibranchia,Gastropoda,Mollusca,Austraeolis,S,-33,151,P,78,NA
Bornella digitata,Bornella stellifera,Bornellidae,Nudibranchia,Gastropoda,Mollusca,Bornella,S,-33,151,L,160,NA
Bullina lineata,Bullina lineata,Bullinidae,Cephalaspidea,Gastropoda,Mollusca,Bullina,S,-33,151,P,67,NA
Hoplodoris nodulosa,Carminodoris nodulosa,Dorididae,Nudibranchia,Gastropoda,Mollusca,Carminodoris,S,-33,151,L,139,NA
Chelidonura hirundinina,Chelidonura hirundinina,Aglajidae,Cephalaspidea,Gastropoda,Mollusca,Chelidonura,S,-14,145,P,58.5,NA
Chelidonura inornata,Chelidonura inornata,Aglajidae,Cephalaspidea,Gastropoda,Mollusca,Chelidonura,S,-14,145,P,55,NA
Dendrodoris nigra (form,Dendrodoris nigra,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,125,NA
Dendrodoris nigra (form,Dendrodoris nigra,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,75,NA
Dendrodoris gemmacea,Dendrodoris krusensternii,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,105,NA
Dendrodoris nigra (form,Dendrodoris nigra,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,125,NA
Dendrodoris nigra (form,Dendrodoris nigra,Dendrodorididae,Nudibranchia,Gastropoda,Mollusca,Dendrodoris,S,-33,151,P,75,NA
Discodoris palma,Discodoris palma,Discodorididae,,Gastropoda,Mollusca,Discodoris,S,-33,151,P,75,NA
Casella atromarginata,Doriprismatica atromarginata,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Doriprismatica,S,-33,151,P,132,NA
Elysia maoria,Elysia maoria,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-33,151,P,70,NA
Elysia australis,Elysia australis,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-33,151,P,64,NA
Hydatina physis,Hydatina physis,Aplustridae,,Gastropoda,Mollusca,Hydatina,S,-33,151,P,75,NA
Jorunna sp.,Jorunna,Dorididae,Nudibranchia,Gastropoda,Mollusca,Jorunna,S,-33,151,P,74,NA
Jorunna pantherina,Jorunna pantherina,Dorididae,Nudibranchia,Gastropoda,Mollusca,Jorunna,S,-33,151,P,77,NA
Nembrotha sp.,Nembrotha,Polyceridae,Nudibranchia,Gastropoda,Mollusca,Nembrotha,S,-33,151,P,62,NA
Oxynoe viridis,Oxynoe viridis,Oxynoidae,Sacoglossa,Gastropoda,Mollusca,Oxynoe,S,-33,151,P,56,NA
Plocamopherus imperialis,Plocamopherus imperialis,Polyceridae,Nudibranchia,Gastropoda,Mollusca,Plocamopherus,S,-33,151,P,NA,NA
Rostanga muscula,Rostanga muscula,Dorididae,Nudibranchia,Gastropoda,Mollusca,Rostanga,S,-33,151,P,70,NA
Sclerodoris apiculata,Sclerodoris apiculata,Dorididae,Nudibranchia,Gastropoda,Mollusca,Sclerodoris,S,-33,151,P,77,NA
Fabricinula trilobata,Fabricinuda trilobata,Sabellidae,Sabellida,Polychaeta,Annelida,Fabricinuda,N,27,-80,L,103,NA
Amphiglena nathae,Amphiglena nathae,Sabellidae,Sabellida,Polychaeta,Annelida,Amphiglena,S,-9,46.417236,L,130,NA
Amphiglena terebro,Amphiglena terebro,Sabellidae,Sabellida,Polychaeta,Annelida,Amphiglena,S,-33,151,L,237,NA
Perkinsiana riwo,Aracia riwo,Sabellidae,Sabellida,Polychaeta,Annelida,Aracia,S,-5,145.800419,L,200,NA
Berthelinia ganapati,Berthelinia ganapati,Juliidae,Sacoglossa,Gastropoda,Mollusca,Berthelinia,N,15,80,P,50,NA
Polydora variegata,Polydora variegata,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,44,144,P,160,NA
Echinaster morph 1,Echinaster,Echinoasteridae,Spinulosida,Asteroidea,Echinodermata,Echinaster,N,27,-82,L,840,NA
Hydroides dianthus,Hydroides dianthus,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,N,41.514747,-71,P,45,5
Hermaea bifida,Hermaea bifida,Hermaeidae,Sacoglossa,Gastropoda,Mollusca,Hermaea,N,40,0,P,48,NA
Littorina planaxis,Littorina keenae,Vespoidea,Neotaenioglossa,Gastropoda,Mollusca,Littorina,N,33,-118,P,90,NA
Anthophiura ingolfi,Anthophiura ingolfi,Ophiurudae,Ophiurida,Ophiuroidea,Echinodermata,Anthophiura,N,39,-70,L,300,NA
Ophiomusium lymani,Ophiomusa lymani,Ophiurudae,Ophiurida,Ophiuroidea,Echinodermata,Ophiomusa,N,39,-70,L,600,NA
Nereimyra punctata,Nereimyra punctata,Hesionidae,Phyllodocida,Polychaeta,Annelida,Nereimyra,N,59.474384,10,P,100,NA
Pomatoceros triqueter,Spirobranchus triqueter,Serpulidae,Sabellida,Polychaeta,Annelida,Spirobranchus,N,54.498758,-1,P,75,21
Loimia medusa,Loimia medusa,Terebellidae,Terebellida,Polychaeta,Annelida,Loimia,N,39.400122,-76,P,180,30
Ophiothrix spongicola,Macrophiothrix spongicola,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Macrophiothrix,S,-34,150,P,128,30
Ophiactis resiliens,Ophiactis resiliens,Ophiactidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiactis,S,-34,150,P,83,60
Ophionereis schayeri,Ophionereis schayeri,Ophionereididae,Ophiurida,Ophiuroidea,Echinodermata,Ophionereis,S,-34,150,L,200,6.5
Ophiothrix ciliaris,Ophiothrix (Ophiothrix) ciliaris,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,S,-34,150,P,98,NA
Ophiothrix caespitosa,Ophiothrix (Ophiothrix) caespitosa,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,S,-34,150,P,105,NA
Ctenodiscus crispatus,Ctenodiscus crispatus,Goniopectinidae,Paxillodisa,Asteroidea,Echinodermata,Ctenodiscus,N,43,-69,L,400,NA
Glycera dibranchiata,Glycera dibranchiata,Glyceridae,Phyllodocida,Polychaeta,Annelida,Glycera,N,38,-76,P,140,NA
Brevibranchum maculatum,Brevibrachium maculatum,Onuphidae,Eunicida,Polychaeta,Annelida,Brevibrachium,S,-37,144.755859,L,500,NA
Spirobranchus corniculat,Spirobranchus corniculatus,Serpulidae,Sabellida,Polychaeta,Annelida,Spirobranchus,S,-14,145.456753,P,80,NA
Asterina miniata,Patiria miniata,Asterinidae,Valvatida,Asteroidea,Echinodermata,Patiria,N,37,-122,P,174.6,NA
Littorina brevicula,Littorina brevicula,Littorinidae,Littorinimorpha,Gastropoda,Mollusca,Littorina,N,35,129,L,135,7
Ophiolepis elegans,Ophiolepis elegans,Ophiurudae,Ophiurida,Ophiuroidea,Echinodermata,Ophiolepis,N,27,-82,L,250,2
Ophiolepis elegans,Ophiolepis elegans,Ophiurudae,Ophiurida,Ophiuroidea,Echinodermata,Ophiolepis,N,27,-82,L,250,2
Astrobrachion constrictu,Astrobrachion constrictum,Asteroschematid,Euryalida,Ophiuroidea,Echinodermata,Astrobrachion,S,-45,167,L,415,NA
Axiothella rubrocincta,Axiothella rubrocincta,Maldanidae,,Polychaeta,Annelida,Axiothella,N,48.537522,-123,L,250,NA
Crucigera zygophora,Crucigera zygophora,Serpulidae,Sabellida,Polychaeta,Annelida,Crucigera,N,48.537522,-123,P,70,NA
Onuphis irridescens,Onuphis iridescens,Onuphidae,Eunicida,Polychaeta,Annelida,Onuphis,N,48.537522,-123,L,250,NA
Phylodoce williamsi,Phyllodoce williamsi,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Phyllodoce,N,48.537522,-123,P,90,NA
Sternaspis fossor,Sternaspis fossor,Sternaspidae,Terebellida,Polychaeta,Annelida,Sternaspis,N,48.537522,-123,L,170,NA
Orthasterias koehleri,Orthasterias koehleri,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Orthasterias,N,50,-123,P,160,NA
Parastichopus californic,Apostichopus californicus,Stichopodidae,Aspidochirotida,Holothuroid,Echinodermata,Apostichopus,N,48,-123,P,204,71
Dendraster excentricus,Dendraster excentricus,Dendrasteridae,Clypeasteroida,Echinoidea,Echinodermata,Dendraster,N,48,-123,P,118,115
Luidia foliolata,Luidia foliolata,Luidiidae,Paxillodisa,Asteroidea,Echinodermata,Luidia,N,50,-124,P,170,100.5
Ophiopholis aculeata,Ophiopholis aculeata,Ophiactidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiopholis,N,60,5,P,120,30
Pisaster ochraceus,Pisaster ochraceus,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Pisaster,N,50,-123,P,165,152
Amphiodia occidentalis,Amphiodia occidentalis,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Amphiodia,N,36,-121,P,97,NA
Ascidia callosa,Ascidia callosa,Ascidiidae,Phlebobranchia,Ascidiacea,Chordata,Ascidia,N,48,-123,L,165,NA
Cucumaria fallax,Cucumaria fallax,Cucumariiadae,Dendrochirotida,Holothuroid,Echinodermata,Cucumaria,N,48,-123,L,504,NA
Cucumaria miniata,Cucumaria miniata,Cucumariiadae,Dendrochirotida,Holothuroid,Echinodermata,Cucumaria,N,48,-123,L,520,NA
Dermasterias imbricata,Dermasterias imbricata,Poraniidae,Spinulodisa,Asteroidea,Echinodermata,Dermasterias,N,43,-124,P,200,NA
Sarsia tubulosa,Sarsia tubulosa,Corynidae,Hydroida,Hydrozoa,Cnidaria,Sarsia,N,48,-123,P,92,NA
Sarsia species L,Sarsia,Corynidae,Hydroida,Hydrozoa,Cnidaria,Sarsia,N,48,-123,P,129,NA
Sarsia princeps,Sarsia princeps,Corynidae,Hydroida,Hydrozoa,Cnidaria,Sarsia,N,48,-123,P,107,NA
Thyone benti,Thyone benti,Phyllophoridae,Dendrochirotida,Holothuroid,Echinodermata,Thyone,N,48,-123,L,535,NA
Chlamys bifrons,Equichlamys bifrons,Pectinidae,Pteroida,Bivalvia,Mollusca,Equichlamys,S,-34,138,P,116.5,NA
Chlamys asperrima,Mimachlamys sanguinea,Pectinidae,Pteroida,Bivalvia,Mollusca,Mimachlamys,S,-34,138,P,71.2,NA
Ascidia mentula,Ascidia mentula,Ascidiidae,Phlebobranchia,Ascidiacea,Chordata,Ascidia,N,58,11,L,200,NA
Boltenia echinata,Boltenia echinata,Pyuridae,Pleurogona,Ascidiacea,Chordata,Boltenia,N,58,11,L,200,NA
Pyura tessellata,Pyura tessellata,Pyuridae,Pleurogona,Ascidiacea,Chordata,Pyura,N,58,11,L,200,NA
Aplysia  dactylomela,Aplysia dactylomela,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Aplysia,N,48,-123,P,90,30
Aplysia juliana,Aplysia juliana,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Aplysia,N,21,-157,P,77,28
Dolabella auricularia,Dolabella auricularia,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Dolabella,N,21,-157,P,92,31
Stylocheilus longicauda,Stylocheilus longicauda,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Stylocheilus,N,21,-157,P,66,30
Protula sp.,Protula,Serpulidae,Sabellida,Polychaeta,Annelida,Protula,N,9,79,L,80,NA
Echinocyamus pusillus,Echinocyamus pusillus,Fibulariidae,Clypeasteroida,Echinoidea,Echinodermata,Echinocyamus,N,58,18,P,100,45
Thuridilla hopeii,Thuridilla hopei,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Thuridilla,N,42,3,L,100,NA
Astropecten irregularis,Astropecten irregularis,Astropectinidae,Paxillodisa,Asteroidea,Echinodermata,Astropecten,N,52,4,P,110,NA
Archidoris pseudoargus,Doris pseudoargus,Archidorididae,Nudibranchia,Gastropoda,Mollusca,Doris,N,56,-2,P,148.8,37
Onchidoris muricata,Onchidoris muricata,Onchidorididae,Nudibranchia,Gastropoda,Mollusca,Onchidoris,N,54,-1,P,90.8,58.5
Ophiodaphne formata,Ophiodaphne formata,Ophiactidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiodaphne,N,35,136,P,90,21.125
Ercolania felina,Ercolania felina,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Ercolania,S,-36,175,P,56,NA
Echinometra viridis,Echinometra viridis,Echinometridae,Echinoida,Echinoidea,Echinodermata,Echinometra,N,18,-67,P,91,14
Elysia viridis,Elysia viridis,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,56,-6,P,73,30
Tripneustes ventricosus,Tripneustes ventricosus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Tripneustes,N,18,-67,P,79,28
Stiliger berghi,Stiliger berghi,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Stiliger,N,35,139,P,65,NA
Drupella cornus,Drupella cornus,Muricidae,Neogastropoda,Gastropoda,Mollusca,Drupella,S,-21,114,P,170,NA
Poriocidaris purpurata,Histocidaris purpurata,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Histocidaris,N,57,-10,L,1500,NA
Paragonaster subtilis,Paragonaster subtilis,Goniasteridae,Valvatida,Asteroidea,Echinodermata,Paragonaster,N,55,-10,L,900,NA
Pseudarchaster parelii,Pseudarchaster parelii,Goniasteridae,Valvatida,Asteroidea,Echinodermata,Pseudarchaster,N,55,-10,L,1000,NA
Freyella spinosa,Freyella elegans,Brisingidae,Forcipulatida,Asteroidea,Echinodermata,Freyella,N,49,-14,L,1250,NA
Zoroaster fulgens,Zoroaster fulgens,Zoroasteridae,Forcipulatida,Asteroidea,Echinodermata,Zoroaster,N,56,-10,L,950,NA
Hydroides diramphus,Hydroides dirampha,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,S,-28,153,P,60.7,10
Styela plicata,Styela plicata,Styelidae,Stolidobranchia,Ascidiacea,Chordata,Styela,S,-28,153,L,163,1
Uniophora granifera,Uniophora granifera,,,Asteroidea,Echinodermata,Uniophora,S,-37,144,L,521,4
Crucibulum quirqinae,Crucibulum quiriquinae,Calyptraeidae,Mesogastropoda,Gastropoda,Mollusca,Crucibulum,S,-31,-71,P,325.8,NA
Branchypolynoe seepensis,Branchipolynoe seepensis,Polynoidae,Phyllodocida,Polychaeta,Annelida,Branchipolynoe,N,37,-33,L,390,NA
Pilumnus lumpinus,Pilumnus lumpinus,Pilumnidae,Decapoda,Malacostrac,Arthropoda,Pilumnus,S,-42,174,L,NA,NA
Pilumnus novaezealandiae,Pilumnus novaezealandiae,Pilumnidae,Decapoda,Malacostrac,Arthropoda,Pilumnus,S,-41,175,L,NA,NA
Haliotis cracheroidii,Haliotis cracherodii,Haliotidae,,Gastropoda,Mollusca,Haliotis,N,36,-121,L,160,NA
Notomithrax peronii,Notomithrax peronii,Majidae,Decapoda,Malacostrac,Arthropoda,Notomithrax,S,-41,172,P,NA,34
Bugula neritina,Bugula neritina,Bugulidae,Cheilostomata,Gymnolaemat,Bryozoa,Bugula,N,27,-80,L,NA,0.5
Bugula stolonifera,Bugulina stolonifera,Bugulidae,Cheilostomata,Gymnolaemat,Bryozoa,Bugulina,N,42,-71,L,NA,0.5
Bugula simplex,Bugulina simplex,Bugulidae,Cheilostomata,Gymnolaemat,Bryozoa,Bugulina,N,42,-71,L,NA,0.5
Elysia chlorotica (plank,Elysia chlorotica,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,41,-71,P,79.3,14.5
Elysia chlorotica (benth,Elysia chlorotica,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,42,-70,L,96,NA
Heliocidaris erythrogram,Heliocidaris erythrogramma,Echinometridae,Camarodonta,Echinoidea,Echinodermata,Heliocidaris,S,-33,151,L,400,4.35
Polydora neocaeca,Polydora neocaeca,Spionidae,Spionida,Polychaeta,Annelida,Polydora,N,41,-71,L,125,NA
Sabellaria spinulosa,Sabellaria spinulosa,Sabellariidae,Terebellida,Polychaeta,Annelida,Sabellaria,N,50.348089,-4,P,90,NA
Branchiomma vesicolosum,Branchiomma vesicolosum,Sabellidae,Sabellida,Polychaeta,Annelida,Branchiomma,N,50.219973,-3,L,150,NA
Ophelia bicornis,Ophelia bicornis,Opheliidae,,Polychaeta,Annelida,Ophelia,N,50,-4,L,95,5.5
Chromodoris elisabethina,Chromodoris elisabethina,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Chromodoris,S,-26,153,P,93,NA
Chromodoris strigata,Chromodoris strigata,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Chromodoris,S,-23,151,P,80,NA
Chromodoris lochi,Chromodoris lochi,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Chromodoris,S,-27,153,P,NA,NA
Diversidoris aurantionod,Diversidoris aurantionodulosa,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Diversidoris,S,-27,153,L,NA,NA
Chromodoris geometrica,Goniobranchus geometricus,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-26,153,P,82,NA
Chromodoris daphne,Goniobranchus daphne,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-27,153,P,128,NA
Chromodoris kuniei,Goniobranchus kuniei,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-23,151,P,109,NA
Chromodoris roboi,Goniobranchus roboi,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-23,151,P,101,NA
Chromodoris leopardus,Goniobranchus leopardus,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Goniobranchus,S,-26,153,P,104,NA
Hypselodoris obscura,Hypselodoris obscura,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Hypselodoris,S,-27,153,P,104,NA
Noumea norba,Verconia norba,Chromodorididae,Nudibranchia,Gastropoda,Mollusca,Verconia,S,-26,153,P,83,NA
Haliotis coccoradiata,Haliotis coccoradiata,Haliotidae,,Gastropoda,Mollusca,Haliotis,S,-33,152,L,175,5
Ophidiaster robillardi,Ophidiaster cribrarius,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Ophidiaster,N,13,144,P,130,NA
