Species,Diet,Habitat,Territorial,Sizeclass,ID,Big Vickis2011,Big Vickis2015,Blue Lagoon2011,Blue Lagoon2015,Bommie Bay2011,Bommie Bay2015,Coconut2011,Coconut2015,Granite2011,Granite2015,LTMP12011,LTMP12015,LTMP32011,LTMP32015,Monkey's Butt2011,Monkey's Butt2015,North Reef2011,North Reef2015,Palfrey Lagoon2011,Palfrey Lagoon2015,Pidgin Point2011,Pidgin Point2015,Resort2011,Resort2015,Steve's Gully2011,Steve's Gyllu2015,Washing Machine2011,Washing Machine2015
pom.ambo,Omniv,Rubble,Nonterritorial,Small,pom.ambo,4.817906324,0.246340909,0.511607024,0.786259463,5.060783612,0.306098832,3.349452514,0.278819395,4.235947987,0.147354549,0.786831788,0.135964814,2.073054648,0.228061407,0.552457927,0.713309027,1.401050879,0.373753193,0.43534926,0.239590958,1.848760233,0.447262696,2.727813578,0.729561749,1.572137556,0.195722737,12.1670574,0.516440003
pom.bank,TurfDetrit,Hard,Territorial,Small,pom.bank,0,0,0,0,0,0.016771938,0.207362498,0.018189189,0,0,0,0.010522918,0.060978159,0,0,0,0,0,0,0,0.035862134,0,0,0,0,0,0.085595487,0
pom.brac,Omniv,Hard,Nonterritorial,Small,pom.brac,0.810601875,0.631356877,0.190840079,0.578760458,3.932820011,0.369001651,4.512921947,0.333876711,1.932901663,0.040838232,13.49991252,1.668869973,7.638677294,0.748526219,2.31788632,0.591753915,3.241381257,1.265548674,0,0,0.483946482,0.694862321,0.62292972,0.119144466,4.291118811,0.511658515,2.989204531,0.932079796
pom.chry,TurfDetrit,Hard,Territorial,Small,pom.chry,0.064571693,0,0,0.022055808,3.009392767,0,0.172591818,0,0.236281296,0,0.006286041,0,0.214381635,0.012572082,0,0,0,0.039369753,0,0.011027904,0,0,0.046502702,0.368444038,0,0.023599986,0.791751002,0
pom.coel,Plankton,Rubble,Nonterritorial,Small,pom.coel,0.142370868,0,0,0,0.651913855,0,1.079439887,0.066343921,0.972730151,0.151576573,0,0.037631815,0.033357919,0.603099874,0,0,0.069182819,0.012126126,0,0,0.006063063,0,0.104347652,0,0,0.006063063,0.499595004,0.063137505
pom.gram,TurfDetrit,Coral,Territorial,Small,pom.gram,0,0,1.981635515,0.648692321,0.464941089,0,0,0,0,0,0.117662936,0,0,0,0.51513328,0,0.006063063,0,0.713759071,0.572711656,0,0,0,0,0,0,0,0
pom.lepi,Plankton,Hard,Nonterritorial,Small,pom.lepi,0.77839406,0.017556247,0,0,0.241371494,0.028832186,3.317264077,0.233083767,0.132143084,0,5.97768439,0.262059027,0.11529484,0.181699703,0.011275939,0,0.036989794,0.068940311,0,0,0.212311688,0.689403112,0.039668598,0,0.637271212,0.113045539,3.603639505,0.677841025
pom.molu,Omniv,Coral,Nonterritorial,Small,pom.molu,9.562201211,2.357610474,5.186342904,9.129166835,3.607716178,0.15105486,2.586531782,0.090221108,2.848895798,0,12.04991641,0.136833181,5.312924658,0.410499543,3.166549594,1.204149747,1.350775942,0.011218639,4.49471615,1.782477438,0.452338097,0.048349593,0.129824543,0.012956158,4.409008405,0.392481303,5.523403283,0.315537876
pom.naga,Plankton,Hard,Nonterritorial,Small,pom.naga,2.427153545,0.257709414,0.016771938,0.010522918,0.530935016,0,0.502131606,0.05867765,1.229367742,0.105928715,0.134913638,0.098262444,0.413328124,0.054217796,0,0.111642008,0.441692441,0.123418363,0,0.021045835,0,0,0.750857132,0.460279197,0.303281579,0.161399949,0.760335288,0
pom.pavo,Plankton,Rubble,Nonterritorial,Small,pom.pavo,0,0,0,0,0.106660951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pom.phil,Plankton,Hard,Nonterritorial,Small,pom.phil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052634072,0,0,0,0,0,0,0
pom.vaiu,Omniv,Hard,Nonterritorial,Small,pom.vaiu,0,0,0,0,0,0,0,0.045417211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pom.ward,TurfDetrit,Hard,Territorial,Small,pom.ward,0.77898582,0.240348501,0.343431045,0.010522918,0.115110934,0.037817773,0.68995482,0.23457291,0.049318151,0.010522918,0.780595761,0.201029033,0.354499043,0.11894076,0,0.091256239,0,0.048154733,0.360320881,1.010695488,0.143580115,0.037817773,0.033543876,0.074010193,0.121042419,0.152316427,0.168076404,0.065112629
pre.biac,Omniv,Anemones,Nonterritorial,Small,pre.biac,0,0.07273012,0,0.054133673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020983665,0,0,0,0.102914498,0,0,0,0,0.019126832
psd.molu,InvMobMac,Hard,Nonterritorial,Medium,psd.molu,0,0,0.03304456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098353579,0,0,0,0,0,0,0,0,0,0
pse.flav,InvMobMac,Sand,Territorial,Large,pse.flav,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188663614,0,0,0,0,0,0,0,0,0,0.290573547,0,0,0,0
pse.hexa,InvMobMic,Hard,Nonterritorial,Small,pse.hexa,0,0.032960033,0,0.003567275,0,0.163955608,0.003567275,0.024922041,0,0.024917948,0,0.089254279,0,0.033382512,0,0.035818271,0,0.164900808,0,0.025745411,0,0,0,0.320779457,0,0.111371642,0,0.00756663
pyg.diac,InvSess,Hard,Nonterritorial,Medium,pyg.diac,0,0,0,0,0,0.529692923,0,0,0,0,0.357766977,0,0.117137827,0.071286526,0,0,0,0,0,0.202345822,0.445952459,0.705834408,0,0,0.672433738,0,0,0
sca.alti,TurfDetrit,Hard,Nonterritorial,Large,sca.alti,0.809210033,0.978495978,1.70663767,8.591984112,0.487871319,5.088089674,5.863715661,9.723708533,1.012858238,0,2.765275437,0.845546976,0,0.900650688,0.329860338,0,1.717767089,0.091637076,5.746754697,3.797124504,1.012858238,9.186413267,2.243945645,0,0,0,1.429433196,0.351049032
sca.cham,TurfDetrit,Hard,Nonterritorial,Large,sca.cham,0.109387895,0.056559201,0.093998353,0,0.21877579,1.800816081,0.014096932,0,0.391604859,0,0.183099513,0,0,0.291675146,0.525020519,0,0.024164864,0.857156317,0,0,0,0.922199163,0.418251636,0.093998353,0.17119383,0.126358608,0.301994211,0
sca.dimi,TurfDetrit,Hard,Nonterritorial,Medium,sca.dimi,0.438882167,0.109387895,0.328074957,0,0,0,0,0,0,0,0,0.48561804,0.69531645,0,0.746280078,0.415019738,0,0,0,0,0,0,0,0,0,0,0,0
sca.flav,TurfDetrit,Hard,Nonterritorial,Large,sca.flav,1.134136339,2.867402659,0.134911893,0.109387895,0.282216964,0.768918246,0.348225335,0.124613838,0.827224314,2.011489533,2.192792508,3.63415413,1.823141853,1.331671619,5.229779428,1.481174227,3.034673936,1.587810734,0.215740072,0,0.165947096,0.661381546,3.22058244,0.643854611,1.105912928,2.507287059,0,0
sca.fors,TurfDetrit,Hard,Nonterritorial,Large,sca.fors,0,0,0,0,0.126358608,0,0,0,0,0,0.144985992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sca.fren,TurfDetrit,Hard,Nonterritorial,Large,sca.fren,0,0,0,0,0,2.95046467,0.362656134,3.963533908,0,0,1.97019395,3.748010822,3.223881251,2.12129061,0,0.843331432,0,0,0.007288843,0,0.237566837,1.937590051,0,0,0,0.848694808,0.433556871,0
sca.ghob,TurfDetrit,Hard,Nonterritorial,Verylarge,sca.ghob,0,0,0,0.132953587,0,0,0.449116677,0,1.404355157,0,0.220966602,0,0.115414815,0,0,0,0.115414815,0.247839139,0,0,2.180277942,0,1.134830559,0,0.720563889,0.293189743,1.179258497,0
sca.glob,TurfDetrit,Hard,Nonterritorial,Medium,sca.glob,1.60540643,0,0,0,0,0.722245638,0.237566837,0,0.750047936,0,0.010324415,0,0.109387895,0,0,0,0,0.389747662,0.750532657,0,0,0.220356961,0,0,0,0.144985992,0.239477011,0
sca.nigr,TurfDetrit,Hard,Nonterritorial,Large,sca.nigr,1.038347484,3.418509675,0,1.823381464,0.37341453,7.881625211,0.848896404,9.380414976,0.51856795,0.598661694,4.119300261,10.81184874,2.601352584,5.332869169,3.167570448,8.008761872,1.616909195,7.694942447,0,0.781064841,0.397020516,5.073918572,0,0,2.634008543,4.67025972,0,2.466186446
sca.ovic,TurfDetrit,Hard,Nonterritorial,Large,sca.ovic,0,0.525020519,0,0,0,0.295749309,0,0,0,0,0,0.062278385,0,0,0,0,0,0.093998353,0,0,0,0,0,0,0,0,0,0
sca.psit,TurfDetrit,Hard,Nonterritorial,Medium,sca.psit,0.19980158,0,0.347852062,0,1.584016514,4.113812747,0.677554051,5.075613666,0,0,0,2.200564163,0,3.608799026,0,0,0.374576009,0,0,0,0,0.354388334,0.026978259,0.559324038,0,2.873325297,2.569714962,0.43884616
sca.rivu,TurfDetrit,Hard,Nonterritorial,Large,sca.rivu,13.08206666,9.413804805,0.521209303,0.655451518,1.124745963,5.747767375,4.886871998,8.787387375,8.370937282,10.97981914,0,7.20302826,2.378761569,3.774242503,0.070688176,1.076352871,0.365054945,2.890205631,1.464781734,2.239335136,0,0,10.00118915,3.608774242,5.147690895,4.505086617,4.723559546,1.077440802
sca.rubr,TurfDetrit,Hard,Nonterritorial,Verylarge,sca.rubr,0,0,0,0,0,0.438882167,0,0,0,0.211560831,0,0.503171616,0,0,0,0,0,0,0,0,0,0.729398574,0,0,0,0.39956714,0,0.438882167
sca.schl,TurfDetrit,Hard,Nonterritorial,Large,sca.schl,2.762695196,4.858929171,0,0.115766511,2.716978116,2.029688167,0.658774177,5.427598038,4.182200965,2.830663277,0.038938109,3.71961264,0,0.286971475,0,0,0.489335345,6.443994058,0.578747532,1.439290135,0.741826401,1.667249641,0.242104525,0.101907954,3.941394504,3.954481937,2.926585249,3.078817754
sca.spin,TurfDetrit,Hard,Nonterritorial,Medium,sca.spin,0,0,0,0,0,0.218217494,0,0,0,0,0,0.165947096,0,0.454433565,0.842164862,0.265604779,0,0.539635788,0,0,0,0.237566837,0,1.344766065,0.265604779,0,0,0
sco.bili,InvMobMac,Hard,Nonterritorial,Medium,sco.bili,1.696459263,0.453108978,0.265855982,0.074236294,1.698969291,0.852231231,1.405933683,1.084919123,0.758079027,0.039957491,2.400787253,1.22552725,0.649812346,0.878185991,0,0.17660699,1.033723589,2.139829778,0.191726081,0.132586857,0.278756127,0.341609677,0.313650477,0.229771611,0.509785321,0.493904653,2.281310902,1.632292714
sco.line,InvMobMac,Hard,Nonterritorial,Medium,sco.line,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sco.marg,InvMobMac,Sand,Nonterritorial,Medium,sco.marg,0,0.767536585,0.6015894,0.742870652,0.339575779,0.505713131,0.150843015,0.308841112,1.090266671,0.743820371,0,0.117282605,0.114252607,0.678980316,0.717412933,0.971714056,0,0.328566405,0.557897858,2.176335934,0.220999903,0.114252607,2.928623456,0.275061002,0.174951476,1.163774821,0.09843601,0.230130395
sco.mono,InvMobMac,Sand,Nonterritorial,Large,sco.mono,0.497674061,0.09843601,0.114894575,0,1.967755895,0,0,0.788899865,0.881556784,1.16669178,0,0,0.131694386,0.908615124,0,0.084163132,0,0.789887459,2.532136625,0.497674061,0,0,0.569073868,6.954222982,0,0,0.953932771,0.375341864
sig.arge,TurfDetrit,Hard,Nonterritorial,Large,sig.arge,0,0,0.484068987,0,0,0,0,0,0,0.115259183,0,0,0,0.74728734,0,0,0,0,0,0,0,0,0,0,0.210941086,0,0,0
sig.cana,Macroalgae,Macroalgae,Nonterritorial,Medium,sig.cana,0,0,0,0,0,0,0,0,0,0,0,0,0.16042332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sig.cora,TurfDetrit,Hard,Nonterritorial,Medium,sig.cora,0,0.122351424,0,0.285728947,0.047805876,1.686988812,0,0.611182753,0,0,1.167922067,1.901066717,0.052439276,0.825234058,0,0.52733008,0,0,0,0.267986988,0.777427539,0.892016065,0,0,0,0.434388479,0.57604144,0
sig.doli,TurfDetrit,Hard,Nonterritorial,Medium,sig.doli,0.715232945,1.676392306,0.119269798,0.518549571,2.864668381,3.136437815,1.867152867,2.334054468,3.464314666,3.667339074,1.220671354,0.835461999,0.918813364,1.375674395,0.267971985,2.614625038,0.744835742,3.409339043,0.614459264,0.426295191,0.823951536,1.062733656,1.262867394,5.457671985,1.433927448,1.420007157,0.386108313,1.559240096
sig.line,TurfDetrit,Seagrass,Nonterritorial,Large,sig.line,0,2.003554269,4.195787396,2.43746373,0,0,0,0.636740728,0,0,0,0,0,0,4.905793275,0,0,0,1.061068223,0,0.603854132,0,0,0,0,0,0,1.042047805
sig.pmus,TurfDetrit,Hard,Nonterritorial,Medium,sig.pmus,0,0.393845815,0,0,0,1.74470811,0,0.300158294,0,0.792672592,0.344842705,0.567749027,0,0,1.344174048,0.791791227,0.16042332,0.094961045,1.279048973,0,0,18.1141447,0,0.894757694,1.006406103,0,0,0
sig.puel,InvSess,Hard,Nonterritorial,Large,sig.puel,0,0.401248804,0.034250858,0.276870192,0,0,0.174790292,0.408694263,0,0.32249159,1.147095036,0,0.192528825,0.814673869,0.27940244,0,0.161592182,0.253274162,0.131576333,0.207875161,0.60561921,0.451846271,0,0.311719013,0.821627868,0,0,0
sig.punc,TurfDetrit,Hard,Nonterritorial,Medium,sig.punc,0,0.505654098,0,0.318642805,0,0,0,0.447378847,0,0,0,0.25958248,0,1.924035927,0,0.894757694,0,0,0,0,0,0,0,0,0,0.365094795,0,0
sig.vulp,TurfDetrit,Hard,Nonterritorial,Medium,sig.vulp,0.355535763,0.827223027,0.036600622,0.222906322,0,0,0.279870387,0,0.022619375,0,0,0.184654406,0,0.576662541,0.13574315,0.05553149,0,0,0.012801968,0.380804115,0,0,0,0,0.196922908,0.18992209,0,0
ste.apic,TurfDetrit,Hard,Territorial,Small,ste.apic,0,0,0,0.281378866,0,2.170008695,0,5.148846958,0,0,3.45647915,2.27374066,4.244344367,3.027749496,0,0,0,0,0,0,0,2.411372794,0,0,0,0,0,0.447340379
ste.fasc,TurfDetrit,Hard,Territorial,Small,ste.fasc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495399915
ste.livi,TurfDetrit,Coral,Territorial,Small,ste.livi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721249214,0,0,0,0,0,0,0,0,0,0,0,0
ste.nigr,TurfDetrit,Coral,Territorial,Small,ste.nigr,0,0.28852235,0,0.496938235,0,0.25987698,0,0,0,0,0,0,0,0,0,0.120707835,0,0,0,0.563694971,0,0.239993372,0,0,0,0,0,0.145373273
stj.band,InvMobMic,Hard,Nonterritorial,Medium,stj.band,0,0.004341678,0,0,0.007722934,0,0,0.030891736,0,0.150310152,0,0,0,0.002066287,0,0,0.004341678,0.11704001,0,0.019491194,0,0,0.003075958,0.027416782,0,0,0,0.010225808
stj.stri,InvMobMic,Macroalgae,Nonterritorial,Small,stj.stri,0,0,0,0,0,0,0.007068765,0.050927811,0,0,0,0,0,0,0,0,0,0.016168412,0,0,0,0.021206296,0,0.007068765,0,0,0,0
suf.chry,InvMobMac,Hard,Territorial,Medium,suf.chry,0.430274383,0.141880126,0,0,0.514109744,0.020690946,0.1296031,0.178074658,1.961954426,1.888565609,0,0.114961786,0.081584296,0.429075513,0,0,0.259658954,1.783960946,0,0.055249465,0.027327858,0.062557676,0.888401624,1.125403151,0.451298777,0.558624782,0.431591713,0.520010046
sym.nema,Piscivore,Hard,Nonterritorial,Verylarge,sym.nema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.557703631,0,0,0,0,0
tha.ambl,Plankton,Hard,Nonterritorial,Small,tha.ambl,0,0,0,0,0,0,0,0,0,0.030756372,0,0.389884311,0,0,0,0,0,0,0,0,0,0.12395085,0.041093538,0,0,0,0,0
tha.hard,InvMobMac,Hard,Nonterritorial,Medium,tha.hard,0,0.019523086,0,0.049281287,0.050140126,0.397437264,0.062416388,0.133819014,0,0,0,0.085331897,0,0.138296802,0,0,0,0.447667476,0.045729668,0,0.027125181,0.430518339,0,0,0,0.059038245,0,0.107525362
tha.jans,InvMobMac,Hard,Nonterritorial,Medium,tha.jans,0.023104492,0,0,0,0.513469947,0,0.113792854,0.121696434,0.16385453,0,0.181503014,0.066819897,0,0,0,0,0.029065137,0.233643239,0,0,0,0.043386698,0.079361434,0.210568265,0,0.010252124,0,0.031804079
tha.luna,Piscivore,Hard,Nonterritorial,Medium,tha.luna,0.531515363,0.482132841,0.180646091,0.113234295,0.912057515,0.390404155,0.48881918,0.622312022,1.82713926,0.442434497,0.859873022,0.295710176,0.661542672,0.394568268,0.397876074,0.455125202,0.569277867,1.215870807,0.424204689,0.26325514,0.060391103,0.222582482,1.564868545,3.129678464,0.420333938,0.607866237,1.036527403,0.302652429
tha.lute,InvMobMac,Hard,Nonterritorial,Medium,tha.lute,0,0.009546674,0,0,0,0,0.004842302,0.016623461,0,0.066020337,0.003225822,0,0.117361401,0.033246922,0,0.0265689,0,0.032773416,0,0,0,0,0,0.02120644,0,0,0.013857593,0
var.albi,Piscivore,Hard,Nonterritorial,Large,var.albi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594870271,0,0,0,0,0,0,0,0,0,0,0
var.lout,Piscivore,Hard,Nonterritorial,Large,var.lout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751674931,0
wet.albi,Piscivore,Hard,Nonterritorial,Small,wet.albi,0,0,0.00128519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000713071,0,0,0,0,0,0,0,0,0,0,0
zan.corn,Omniv,Hard,Nonterritorial,Medium,zan.corn,0,0,0.199813907,0.042468495,0,0,0.1138651,0.279562481,0,0,0.199813907,0.304275048,0,0,0,0,0.31178616,0,0,0,0,0.399627813,0,0,0.022973442,0,0,0
zeb.scop,TurfDetrit,Hard,Nonterritorial,Medium,zeb.scop,0,0.956697843,0,0.032945128,0.195453516,1.842119572,0.174996883,1.157420792,3.80806118,0.499465476,1.484377181,1.478958402,0.764802735,0.265896004,0.274175376,0.116504745,0.868473413,4.134160193,0,0,0.181498918,1.11237508,0.44979066,0.110874669,0.629957045,0.758371035,0.163295195,0.437726617
zeb.veli,TurfDetrit,Hard,Nonterritorial,Large,zeb.veli,0.585502206,0.064596759,0.481883919,0.139708617,0.105708688,0.118285153,0.120106903,0.402967531,1.556908312,0.928224553,0,0.24993153,0.072378884,0.35488602,0.134590524,0.153910943,0.140826167,0.211417375,1.000544546,0.203253578,0,0.206397305,0.053688394,0.160911197,0.06085196,0.044056076,0.232112712,0
